LA Code,Area Name,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
E92000001,England,0.00566801065972845,0.00562460321283641,0.00509090950945755,0.00510672442824036,0.00477066111769092,0.00502476411921553,0.00542085742338604,0.00551939220658819,0.0060207549666787,0.00569409751042517
N92000002,Northern Ireland,0.00776986173316916,0.00684347846113858,0.00744538113650959,0.00601087314411643,0.00556161331071531,0.00619718098077639,0.00573380642002444,0.00487978312547399,0.00553317980405214,0.00682243828837622
S92000003,Scotland,0.00318873941017755,0.00493074375188196,0.0048989244889915,0.00471239434512679,0.00338730690489484,0.00323792254889263,0.00359460256599322,0.00404553060811681,0.00361137041714715,0.00572630808635199
W92000004,Wales,0.00366608589842932,0.0040919732718903,0.0020808379931041,0.00300222895205619,0.00347747690770763,0.00229670912098678,0.00324462868360551,0.00343844179197873,0.00307845623000439,0.00274420697214084
,,,,,,,,,,,
E12000001,North East,0.00326331312746949,0.00342608535932588,0.00249907778513677,0.0038598774370536,0.00336091997992821,0.00227604681654972,0.00328124604165194,0.00173106001747991,0.00258432676976757,0.00204009082488829
E12000002,North West,0.00438480314729631,0.00375158621604721,0.00431210695365432,0.00454056945817946,0.00390763824953193,0.00415824504035944,0.00498000517177698,0.00505396735889134,0.003230127624981,0.00445092580125351
E12000003,Yorkshire and The Humber,0.00304564189181523,0.00396095692656826,0.00367819795651506,0.00460922774633464,0.0035343699903399,0.00390683031756359,0.00406082056758279,0.00361722493277356,0.00452828446908731,0.0032822749192505
E12000004,East Midlands,0.00398219439649777,0.00404921583660223,0.00382468553117201,0.00298466652103811,0.00316712721208785,0.00316693436943829,0.00295892461878095,0.00565469555586224,0.00424344613898305,0.00281631204318167
E12000005,West Midlands,0.00437162698373785,0.00361914898782742,0.00395081611903373,0.00396346228602423,0.003847068096233,0.0033744219572852,0.00291688407505853,0.00422081438025664,0.00463461889435472,0.00375163810236586
E12000006,East,0.00430880227237294,0.00491236411502098,0.00390360511390079,0.00322772030412564,0.00306025210789388,0.00424245044668751,0.00429298726159257,0.00539974914589305,0.00508396952440575,0.00435289506841506
E12000007,London,0.0124720775066376,0.0128969976890858,0.0107202198098286,0.010948664062736,0.0099743507793417,0.0107607376752049,0.0121147861626305,0.00999979681370208,0.0128889914950799,0.012867998268923
E12000008,South East,0.00621060227552196,0.0056363788904619,0.00500264182794933,0.00422176908847809,0.00455494630249742,0.00421943918655618,0.00479835257259115,0.0055073423750154,0.00575754060261641,0.00669406814277337
E12000009,South West,0.00407124845142205,0.00375692519802934,0.00371311017233755,0.00429832289622623,0.00414832197470214,0.00497138557683715,0.00474266978167818,0.00406197793288432,0.00626967217428284,0.00436426504861249
,,,,,,,,,,,
E10000003,Cambridgeshire,0.00796706475208577,0.0120672686720732,0.00816481639895821,0.00738523833963595,0.00678852233119883,0.0092246829306132,0.00904761684383952,0.0114201159817155,0.0117958126318785,0.00946129360137796
