LA Code,Area Name,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
E92000001,England,0.0100931759326128,0.00850976382670948,0.00833667852842555,0.00959082172605076,0.0103800534027404,0.0104821107638883,0.00920676461445218,0.010047969906593,0.00955281632632467,0.0097809840888452
N92000002,Northern Ireland,0.00738624651246364,0.00708585165663724,0.00696060883466095,0.00722630505439289,0.00707110148351093,0.00698015237332162,0.00604543214416672,0.00696200816202453,0.00749392580638518,0.00589867634568005
S92000003,Scotland,0.00833977999584898,0.00675624811803674,0.00529309082718622,0.00620839254992894,0.00703517587939699,0.0074749754843007,0.0060647397139065,0.00604990713668377,0.0073051086339758,0.00717160629345042
W92000004,Wales,0.00432181654034033,0.00446086568705236,0.00445268186082847,0.00490938656600376,0.00538836289151059,0.0054048150587026,0.0048733426875061,0.00556612102537699,0.00555619165848103,0.00588215621850929
,,,,,,,,,,,
E12000001,North East,0.00635215666367924,0.00470760113695619,0.00501117958080307,0.00551029198819583,0.00576549610432759,0.00579991800011302,0.00523191996754296,0.00597236398988829,0.00623084929592077,0.0066701159334115
E12000002,North West,0.00689870593105603,0.00573860853387762,0.00568016726430734,0.0064492965538048,0.00719605841137321,0.00770892866115972,0.0065731439292858,0.00732176619250468,0.00701684030776457,0.00708494221071697
E12000003,Yorkshire and The Humber,0.00731135589874234,0.00603660368068067,0.00604765134115408,0.00679220248363982,0.00734127105599391,0.00750216114292666,0.00672772943030717,0.00727167875845292,0.00706509779179123,0.00738064002460937
E12000004,East Midlands,0.00706167872337049,0.00607382375490335,0.00657598876862871,0.00715039066332656,0.00793321111509003,0.00819233967989944,0.00700614837668856,0.00791711497707502,0.00728071220249764,0.00730416067303754
E12000005,West Midlands,0.00807767692394646,0.00641387915813583,0.00641793964084771,0.00740657246887558,0.00875008166766058,0.00944538704230917,0.0077326861303058,0.00861296270969979,0.0084254614522963,0.00852308036543206
E12000006,East,0.00736863185122589,0.00626050430128173,0.00600712306285654,0.00685263201628651,0.00760487625844104,0.00777189772238724,0.00672585837049026,0.0073982287984256,0.00682416752083683,0.00675114261701047
E12000007,London,0.0250283780412161,0.0212231970482497,0.0202025362051109,0.0235264827801679,0.0245573692183968,0.0237857595147086,0.0215751816911975,0.0226616709030823,0.0215264714116476,0.0222592909871138
E12000008,South East,0.00824994591336153,0.00716865514534905,0.00683122347226035,0.00804507096851985,0.00867198576171432,0.00877906463616514,0.0076237566520663,0.00859603936005693,0.00805478350808567,0.0082547263206602
E12000009,South West,0.00658632580438803,0.00569709493291713,0.00572939891425743,0.00647154728192064,0.00698734010647689,0.00698589607018196,0.00611406151404238,0.0068262158834302,0.00640852412290371,0.00655523283295722
,,,,,,,,,,,
E10000003,Cambridgeshire,0.0125997891732764,0.0123947928449548,0.0108869518760792,0.0116831920098995,0.0122583098995517,0.0120218748787961,0.0109219313306707,0.0137793523075081,0.0124996748462597,0.0131815996250784
E10000006,Cumbria,0.00316715918025998,0.00267625524584089,0.00251354566408358,0.0027649806571745,0.00316899360384772,0.00319170477532764,0.00279709054426887,0.00325724411090265,0.00284993160164156,0.00260314017539682
E10000007,Derbyshire,0.00208774497591762,0.00158971005239581,0.00168031736752854,0.00190163279009511,0.002039377740773,0.00204643500852893,0.00190412214665781,0.00185268457134531,0.00177651757705925,0.00160186723456763
E10000008,Devon,0.00627249371078856,0.00504978077338793,0.00526697716147929,0.00570156740795761,0.00593211342221578,0.00574450683139218,0.00510562508019223,0.00583563648800557,0.00555725190839695,0.00597619881684832
E10000011,East Sussex,0.00447260953435924,0.00432131774771789,0.00376142261041234,0.00424974514480031,0.00437047379825732,0.00480568894582364,0.0041411728917048,0.00480535170125679,0.00434291826161237,0.00423546842455605
E10000012,Essex,0.00477373963464101,0.00387823328244796,0.00377893278479905,0.00448202098400734,0.0051600922423569,0.00513680542694679,0.00444837373150513,0.00478087164120929,0.00445275918637594,0.0044352929944003
E10000013,Gloucestershire,0.00547060032860374,0.0052074338775456,0.00443759396262783,0.00535685970650882,0.00549935468408669,0.00550960208251083,0.00493202937566367,0.00554013997139962,0.00497747500274695,0.00482790915476469
E11000001,Greater Manchester (Met County),0.00964442355773062,0.00801776279282751,0.00775767143823713,0.00881315603729209,0.0100536779547839,0.0108952533835052,0.00896563132972393,0.00942163552254185,0.00945379707062065,0.00957382790913553
E10000014,Hampshire,0.00455935098077479,0.00368185525847345,0.00339879717649868,0.00403074330907725,0.00408476382356886,0.00420554346448583,0.00371627339632662,0.00408336457615838,0.00356372536964519,0.0033738696780751
E10000015,Hertfordshire,0.00642868879395334,0.00532812180385747,0.00546896506981303,0.00660806882719125,0.00718421874624571,0.00762249805761034,0.00652026277505771,0.00705103578710955,0.0065404587904859,0.00633451314407296
E10000016,Kent,0.00640996790924577,0.00582575696668786,0.00523804612373871,0.00635459726058619,0.00682949248243714,0.00688765143420248,0.00603613964940989,0.00615826747408396,0.00573675907571978,0.00561465070164255
E10000017,Lancashire,0.00577606913187397,0.00470234904753397,0.00459445746372373,0.00510398653819323,0.00546062454000631,0.00571766528528097,0.00508547204113641,0.00672119320393404,0.00604853750494959,0.00624574191003654
E10000018,Leicestershire,0.00551154137341653,0.00427625262503391,0.0038038059241932,0.00435739977980507,0.00446236319626973,0.00451455326202926,0.0040190550149809,0.00465150916267107,0.00462221466958387,0.00494751677569995
E10000019,Lincolnshire,0.00545771495086518,0.00522675699125676,0.00599152821925598,0.00646548779454724,0.00699260866616939,0.0071830303258142,0.00603990303140031,0.0062950413649576,0.00555027166773512,0.00524315147592496
E11000002,Merseyside (Met County),0.00659776791210701,0.00558551228899256,0.00573283876372967,0.00661548794874665,0.00725000642161773,0.00753496249526097,0.00667831242390556,0.00780638972921125,0.00740885790014756,0.00765414263562432
E10000020,Norfolk,0.00656601033713199,0.00575361884818933,0.00596233925009422,0.00644754658144401,0.00701555697215478,0.00683726370396454,0.00599182982891617,0.00601208392351275,0.00585507182515202,0.00593191318969978
E10000023,North Yorkshire,0.00403854918280922,0.00373483035850395,0.00342139554573657,0.00394225522133845,0.00378867259499321,0.00412607581479744,0.0038290935904374,0.00433031464349354,0.00383138042954176,0.00371086511657885
E10000024,Nottinghamshire,0.00381420342757208,0.00330436477352256,0.00332361069431697,0.00350042913315104,0.00394186676788011,0.00431678790559999,0.00369627230387931,0.00372117998945483,0.00348335715941581,0.00334662463686903
E10000025,Oxfordshire,0.0130392751274834,0.0116407503534043,0.0110045512185278,0.0132391761294457,0.0138110720171024,0.0138131481361388,0.0122749998534678,0.0148620266347066,0.0140833667068112,0.0150011479738262
E10000027,Somerset,0.00447156689196943,0.00396863211116654,0.00369077028809183,0.00435261332010336,0.00485300091862989,0.00501046339986146,0.00424535523554787,0.00496246864938979,0.00435590733247365,0.00414648550769618
E11000003,South Yorkshire (Met County),0.00769605709161672,0.00677988911417041,0.00696198804581456,0.00744168750475811,0.00863494823902165,0.0085072104852488,0.00763862226352673,0.00784293878900976,0.00809427829271409,0.00844914752369874
E10000028,Staffordshire,0.00349716201359314,0.00292240143937073,0.00295272029569218,0.00346680312140207,0.0038670047299476,0.00397723993859862,0.00342893233428071,0.00339000867211521,0.00312542634953841,0.00292468511229976
E10000029,Suffolk,0.00422251836309275,0.00400108078307647,0.00351025489098233,0.00415623455385125,0.00490147565845608,0.00506806003927181,0.00439378687359474,0.00503852055748027,0.00436067511656925,0.00399082556755635
E10000030,Surrey,0.00920847620196818,0.00788517244935955,0.00722705123139734,0.00818489899879306,0.00893906593584685,0.00923150396797171,0.00792865392581419,0.00939715984247866,0.00904336602476434,0.00941435322159901
E11000007,Tyne and Wear (Met County),0.00886752688288905,0.00694331596375862,0.00749982697546827,0.00794660852817247,0.00827382976311912,0.00798105852450735,0.00709405084202568,0.00790146879848219,0.00829632692609261,0.00913900284661755
E10000031,Warwickshire,0.00504433230751216,0.00459038517653925,0.00452761243055265,0.00629197212417413,0.00624511396837634,0.00692318838764846,0.00598871337426182,0.00612073343724278,0.00544353757269441,0.00494530530022988
E11000005,West Midlands (Met County),0.0119018897096907,0.00880702215550455,0.00897887051797913,0.0101336794622457,0.0123468419362919,0.0134183297910401,0.0106985703600901,0.0121839573894087,0.0122505968738561,0.0128173250560303
E10000032,West Sussex,0.00543812174024841,0.0054806608167067,0.00513524679806547,0.00585662820043539,0.0061226558540294,0.00671871605218163,0.00554465110112829,0.00632937921783963,0.00547697863376467,0.00517268206100492
E11000006,West Yorkshire (Met County),0.0081795982797657,0.00649396443830265,0.00634796085031662,0.00731068810663568,0.00778384016830304,0.00817725297110053,0.00722052331239015,0.00779238466796597,0.00760867561369519,0.00808447767494516
E10000034,Worcestershire,0.00405960918318898,0.00394518892466375,0.00393110180872596,0.00453824959678329,0.0048976772299456,0.0051808853949761,0.00439179427911008,0.00480865862577421,0.00426663264997835,0.00409985453207818
,,,,,,,,,,,
,,,,,,,,,,,
S12000033,Aberdeen City,0.0237525847343343,0.0196256280289894,0.0160126833135157,0.0183557574698585,0.0199261992619926,0.0180864949530108,0.0139073426573427,0.0130954473545439,0.0156994795994228,0.0165022264908758
S12000034,Aberdeenshire,0.00566922925290755,0.00415557990295821,0.00379407999379292,0.00407630599163244,0.00412276683463124,0.00373011937907624,0.00289533995416348,0.00229471832332581,0.00290953638834654,0.00249252243270189
E07000223,Adur,0.00278801317376985,0.00285622075197676,0.00263557223863909,0.00286093636392375,0.00308535087995466,0.00355228619480989,0.00287189466580876,0.00375769152483991,0.00346806426027589,0.00359885958215838
E07000026,Allerdale,0.00272697109203268,0.00189053589421309,0.00164123445761356,0.00191646293457092,0.00225309024763322,0.00224513125778844,0.00192361103967576,0.00203020701959457,0.00192305725186936,0.00153325632979321
E07000032,Amber Valley,0.00165685882420157,0.00129480936171599,0.00139976697520875,0.0015235792019347,0.00148967694141141,0.00142625919456419,0.00135824238669399,0.00142881952667393,0.00124856609986968,0.00107118738793284
S12000041,Angus,0.00441480206540448,0.00317501290655653,0.00239917447759911,0.00291245502826795,0.00248075278015398,0.00296944730518366,0.00261437908496732,0.00189589796621855,0.00266781411359725,0.00207218097047142
N09000001,Antrim and Newtownabbey,0.006519967400163,0.00533210690083862,0.00442179795894966,0.00484403355100524,0.0040009397224971,0.00462306426910205,0.00393092302589328,0.00520029194621452,0.00519149292005798,0.00386766465399705
N09000011,Ards and North Down,0.00354268747252187,0.00407899160730032,0.00347627505709211,0.00296331942430555,0.00275194115757854,0.00313923543012538,0.00296693275368837,0.00325119355480406,0.00304220126758386,0.00267191588093005
