,DCLG code,"Former
ONS code",LA code,Authority Data,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
305,N2535,32UH,E07000142,West Lindsey,519.900000000002,174.900000000001,408.899999999994,731.900000000002,810.900000000002,797.900000000002,620.900000000002,458.899999999994,437.900000000001,299.900000000001,323.5,338.5,425.5,488.5,429.5,406.5,360.5,509.5,673.5,583.5,589.0,681.0,608.0
306,,,E10000020,Norfolk,3283.89999999999,3811.9,4103.90000000001,4199.89999999999,3945.9,4203.9,5645.89999999999,4044.90000000001,3385.89999999999,3071.9,2578.7,2205.7,2479.7,3086.7,3620.7,4049.7,3602.7,4704.7,4027.7,3162.7,3745.0,4594.0,4627.0
307,F2605,33UB,E07000143,Breckland,368.300000000003,429.299999999996,1155.3,666.299999999996,417.300000000003,345.300000000003,450.299999999996,432.300000000003,353.299999999996,200.300000000003,375.9,358.9,455.9,521.9,647.9,823.9,560.9,783.9,617.9,581.9,697.0,968.0,1175.0
308,K2610,33UC,E07000144,Broadland,323.699999999997,483.700000000004,475.699999999997,356.700000000004,218.699999999997,359.699999999997,334.700000000004,385.699999999997,287.700000000004,229.699999999997,211.6,166.6,352.6,418.6,756.6,684.6,663.6,624.6,647.6,483.6,654.0,923.0,889.0
309,U2615,33UD,E07000145,Great Yarmouth,232.099999999999,178.099999999999,261.100000000006,392.099999999999,371.099999999999,371.099999999999,376.099999999999,356.100000000006,407.099999999999,295.099999999999,434.5,428.5,399.5,436.5,461.5,456.5,455.5,575.5,629.5,683.5,362.0,340.0,348.0
310,V2635,33UE,E07000146,King's Lynn and West Norfolk,969.099999999999,1062.1,925.100000000006,1257.09999999999,1120.10000000001,1075.10000000001,1538.09999999999,1025.10000000001,751.099999999991,997.100000000006,280.8,-21.2,30.8,-58.2,161.8,51.8,40.8,88.8,247.8,-3.19999999999999,340.0,616.0,606.0
311,Y2620,33UF,E07000147,North Norfolk,509.5,559.5,368.5,392.5,588.5,483.5,693.5,400.5,558.5,320.5,255.3,160.3,240.3,421.3,397.3,360.3,461.3,449.3,326.3,384.3,456.0,299.0,226.0
312,G2625,33UG,E07000148,Norwich,347.199999999997,621.200000000004,484.199999999997,699.200000000004,888.199999999997,963.199999999997,1049.2,536.199999999997,381.200000000004,386.199999999997,332.0,429.0,312.0,301.0,417.0,497,289,957,561.0,216.0,320.0,234.0,498.0
313,L2630,33UH,E07000149,South Norfolk,534.0,478.0,434.0,436.0,342.0,606.0,1204.0,909.0,647.0,643.0,688.6,683.6,688.6,1045.6,778.6,1175.6,1131.6,1225.6,997.6,816.6,916.0,1214.0,885.0
314,,,E10000021,Northamptonshire,2987.8586181906,3333.8586181906,2644.85861819061,2873.8586181906,4227.8586181906,4613.8586181906,3702.8586181906,2395.85861819062,1817.8586181906,1852.27243628457,2425.35149787499,2473.29427801389,3249.29427801389,3491.29427801389,4054.29427801389,4437.29427801389,4783.29427801389,4672.29427801389,3291.29427801389,3710.29427801389,,,
315,U2805,34UB,E07000150,Corby,28.2999999999993,131.299999999999,280.300000000003,237.299999999999,438.299999999999,691.299999999999,446.299999999999,425.300000000003,307.299999999999,534.299999999999,506.4,507.4,357.4,414.4,393.4,399.4,621.4,656.4,395.4,442.4,,,
316,Y2810,34UC,E07000151,Daventry,407.023746829327,440.023746829327,256.023746829327,241.023746829327,332.023746829327,255.023746829327,309.023746829327,173.023746829327,164.023746829327,135.786278536056,218.2,193.2,301.2,457.2,649.2,636.2,927.2,869.2,622.2,660.2,,,
317,G2815,34UD,E07000152,East Northamptonshire,488.900000000001,640.900000000002,521.899999999994,608.900000000002,691.900000000002,497.900000000001,575.900000000002,209.899999999994,250.900000000001,255.900000000001,244.9,308.9,373.9,519.9,625.9,521.9,512.9,533.9,283.9,518.9,,,
318,L2820,34UE,E07000153,Kettering,633.034871361277,569.034871361277,507.034871361277,515.034871361277,696.034871361277,801.034871361269,744.034871361277,481.034871361277,454.034871361277,411.686157748518,312.7,350.7,539.7,281.7,546.7,705.7,494.7,643.7,349.7,441.7,,,
319,V2825,34UF,E07000154,Northampton,875.199999999997,521.199999999997,793.200000000012,467.199999999997,1493.2,1775.2,960.199999999997,647.200000000012,288.199999999997,261.199999999997,564.6,657.6,975.6,977.6,880.6,1132.6,1007.6,730.6,717.6,794.6,,,
320,Z2830,34UG,E07000155,South Northamptonshire,319.800000000003,960.799999999996,251.800000000003,566.799999999996,257.800000000003,228.800000000003,219.799999999996,191.800000000003,229.799999999996,178.800000000003,402.251497874987,305.19427801389,412.19427801389,422.19427801389,544.19427801389,760.19427801389,911.19427801389,865.19427801389,534.19427801389,471.19427801389,,,
321,H2835,34UH,E07000156,Wellingborough,235.599999999999,70.6000000000022,34.5999999999985,237.600000000002,318.599999999999,364.599999999999,447.600000000002,267.600000000002,123.599999999999,74.5999999999985,176.3,150.3,289.3,418.3,414.3,281.3,308.3,373.3,388.3,381.3,,,
322,,,E10000022,Northumberland,619.851976102944,1071.85197610294,765.85197610294,859.851976102938,965.851976102944,1419.85197610294,1315.85197610294,999.332215073524,,,,,,,,,,,,,,,
323,A2905,35UB,E07000157,Alnwick,117.494232237965,198.494232237965,137.494232237965,127.494232237965,130.494232237965,195.494232237967,191.494232237965,178.494232237965,,,,,,,,,,,,,,,
324,E2910,35UC,E07000158,Berwick-upon-Tweed,61.9928210727358,119.992821072736,71.9928210727358,32.9928210727376,74.9928210727358,75.9928210727358,146.992821072736,93.4730600433231,,,,,,,,,,,,,,,
325,N2915,35UD,E07000159,Blyth Valley,242.695101654666,268.695101654659,139.695101654666,69.6951016546591,148.695101654666,245.695101654659,235.695101654666,123.695101654659,,,,,,,,,,,,,,,
326,T2920,35UE,E07000160,Castle Morpeth,163.044924823545,177.044924823545,6.04492482354181,129.044924823545,164.044924823545,238.044924823545,232.044924823542,167.044924823545,,,,,,,,,,,,,,,
327,B2925,35UF,E07000161,Tynedale,228.940430967345,147.940430967345,227.940430967345,300.940430967345,216.940430967345,305.940430967345,192.940430967341,173.940430967345,,,,,,,,,,,,,,,
328,F2930,35UG,E07000162,Wansbeck,-194.315534653313,159.684465346687,182.684465346687,199.684465346687,230.684465346687,358.684465346687,316.684465346687,262.684465346687,,,,,,,,,,,,,,,
329,,,E10000023,North Yorkshire,1866.69999999999,2838.7,2392.7,2551.70000000001,2754.69999999999,3153.69999999999,2704.70000000001,2010.7,1896.70000000001,1943.69999999999,1483.4,875.4,1076.4,2046.4,1844.4,2552.4,2760.4,2838.4,3293.4,2787.4,3411.0,3251.0,
330,M2705,36UB,E07000163,Craven,189.099999999999,193.100000000002,461.099999999999,301.100000000002,273.099999999999,261.099999999999,219.100000000002,399.099999999999,182.100000000002,210.099999999999,241.4,85.4,-0.600000000000001,143.4,154.4,197.4,206.4,217.4,258.4,155.4,303.0,285.0,
331,R2710,36UC,E07000164,Hambleton,352.699999999997,367.700000000004,297.699999999997,317.700000000004,461.699999999997,429.699999999997,454.700000000004,337.699999999997,282.700000000004,284.699999999997,130.5,104.5,158.5,294.5,350.5,535.5,407.5,462.5,647.5,586.5,495.0,607.0,
332,E2734,36UD,E07000165,Harrogate,525.699999999997,596.699999999997,535.700000000012,453.699999999997,425.699999999997,409.699999999997,444.699999999997,353.700000000012,446.699999999997,253.699999999997,249.2,154.2,208.2,376.2,302.2,370.2,656.2,727.2,1020.2,924.2,1235.0,1097.0,
333,E2720,36UE,E07000166,Richmondshire,375.099999999999,226.100000000002,245.099999999999,240.100000000002,231.099999999999,260.099999999999,293.100000000002,184.099999999999,140.100000000002,138.099999999999,118.3,13.3,39.3,47.3,69.3,178.3,210.3,127.3,-15.7,25.3,59.0,100.0,
334,Y2736,36UF,E07000167,Ryedale,3.09999999999855,314.100000000002,221.099999999999,190.100000000002,178.099999999999,201.099999999999,284.100000000002,169.099999999999,181.100000000002,243.099999999999,225.1,200.1,216.1,253.1,238.1,313.1,271.1,264.1,444.1,200.1,387.0,227.0,
335,T2730,36UG,E07000168,Scarborough,329.300000000003,825.299999999996,373.300000000003,559.299999999996,531.300000000003,723.300000000003,407.299999999996,316.300000000003,328.299999999996,355.300000000003,177.7,67.7,156.7,324.7,260.7,365.7,366.7,384.7,416.7,381.7,476.0,487.0,
336,N2739,36UH,E07000169,Selby,91.7000000000007,315.700000000001,258.699999999997,489.700000000004,653.699999999997,868.699999999997,601.700000000004,250.699999999997,335.700000000004,458.699999999997,341.2,250.2,298.2,607.2,469.2,592.2,642.2,655.2,522.2,514.2,456.0,448.0,
337,,,E10000024,Nottinghamshire,1601.0180698152,2475.01806981518,1947.0180698152,2483.01806981518,2651.0180698152,3070.0180698152,2870.01806981518,1710.0180698152,1632.01806981518,1844.83737166326,2127.8,1896.8,2092.8,2239.8,2616.8,2999.8,2992.8,3216.8,3043.8,3631.8,3983.0,4508.0,4556.0
338,W3005,37UB,E07000170,Ashfield,514.300000000003,573.299999999996,410.300000000003,360.299999999996,547.300000000003,647.300000000003,570.299999999996,279.300000000003,389.299999999996,348.300000000003,405.5,426.5,446.5,417.5,551.5,536.5,389.5,292.5,165.5,257.5,412.0,351.0,451.0
339,A3010,37UC,E07000171,Bassetlaw,235.400000000001,430.400000000001,147.399999999994,294.400000000001,389.400000000001,387.400000000001,452.400000000001,297.399999999994,98.4000000000015,209.400000000001,359.8,297.8,316.8,307.8,409.8,533.8,622.8,505.8,765.8,847.8,766.0,1046.0,981.0
340,J3015,37UD,E07000172,Broxtowe,76.0999999999985,125.099999999999,87.1000000000058,270.099999999999,336.099999999999,324.099999999999,331.099999999999,196.100000000006,50.0999999999985,177.099999999999,156.4,85.4,165.4,89.4,117.4,301.4,330.4,231.4,208.4,271.4,303.0,302.0,391.0
341,N3020,37UE,E07000173,Gedling,90.8000000000029,159.799999999996,315.800000000003,192.799999999996,201.800000000003,253.800000000003,404.799999999996,161.800000000003,231.799999999996,298.800000000003,266.6,218.6,312.6,302.6,165.6,189.6,228.6,277.6,351.6,301.6,357.0,691.0,604.0
342,X3025,37UF,E07000174,Mansfield,263.800000000003,278.799999999996,297.800000000003,179.799999999996,336.800000000003,508.800000000003,271.799999999996,220.800000000003,215.799999999996,365.800000000003,306.8,247.8,332.8,308.8,443.8,293.8,292.8,446.8,457.8,529.8,362.0,380.0,390.0
343,B3030,37UG,E07000175,Newark and Sherwood,313.818069815192,625.818069815199,469.818069815192,761.818069815199,629.818069815192,543.818069815192,397.818069815199,414.818069815192,470.818069815199,287.637371663244,323.8,396.8,304.8,487.8,426.8,601.8,520.8,684.8,585.8,797.8,807.0,588.0,629.0
344,P3040,37UJ,E07000176,Rushcliffe,106.800000000003,281.799999999996,218.800000000003,423.799999999996,209.800000000003,404.800000000003,441.799999999996,139.800000000003,175.799999999996,157.800000000003,308.9,223.9,213.9,325.9,501.9,542.9,607.9,777.9,508.9,625.9,976.0,1150.0,1110.0
345,,,E10000025,Oxfordshire,1719.10000000001,1492.09999999999,1645.10000000001,2635.09999999999,3278.10000000001,2960.10000000001,2571.09999999999,1986.10000000001,1454.09999999999,1301.10000000001,1730.3,1535.3,1626.3,2944.3,3661.3,4177.3,4489.3,5064.3,5201.3,4236.3,4849.0,5095.0,3959.0
346,C3105,38UB,E07000177,Cherwell,343.300000000003,295.299999999996,269.300000000003,585.299999999996,925.300000000003,713.300000000003,305.299999999996,286.300000000003,298.299999999996,230.300000000003,393.5,379.5,447.5,983.5,1462.5,1139.5,1424.5,1526.5,1196.5,1229.5,1175.0,1322.0,792.0
347,G3110,38UC,E07000178,Oxford,349.099999999999,303.099999999999,458.100000000006,524.099999999999,804.099999999999,715.099999999999,423.099999999999,554.100000000006,150.099999999999,111.099999999999,172.7,126.7,-16.3,185.7,285.7,233.7,97.7,163.7,135.7,377.7,517.0,415.0,365.0
348,Q3115,38UD,E07000179,South Oxfordshire,348.800000000003,316.799999999996,195.800000000003,188.799999999996,216.800000000003,216.800000000003,539.799999999996,280.800000000003,220.799999999996,238.800000000003,472.8,468.8,506.8,603.8,577.8,714.8,893.8,1353.8,1421.8,780.8,968.0,1280.0,980.0
349,V3120,38UE,E07000180,Vale of White Horse,139.900000000001,167.900000000001,319.899999999994,748.900000000002,635.900000000002,541.900000000002,463.900000000001,327.899999999994,441.900000000001,337.900000000001,312.0,262.0,482.0,755.0,1069.0,1551,1509,1187,1341.0,960.0,1187.0,1338.0,1130.0
350,D3125,38UF,E07000181,West Oxfordshire,538.0,409.0,402.0,588.0,696.0,773.0,839.0,537.0,343.0,383.0,379.3,298.3,206.3,416.3,266.3,538.3,564.3,833.3,1106.3,888.3,1002.0,740.0,692.0
351,,,E10000026,Shropshire,1238.2,1235.2,1183.2,1314.2,1561.2,1484.2,1325.2,1496.2,,,,,,,,,,,,,,,
352,J3205,39UB,E07000182,Bridgnorth,179.981424513553,219.981424513549,125.981424513553,108.981424513553,168.981424513549,214.981424513553,245.981424513553,171.981424513549,,,,,,,,,,,,,,,
353,N3210,39UC,E07000183,North Shropshire,219.696117418815,243.696117418818,182.696117418815,328.696117418818,450.696117418815,334.696117418818,336.696117418815,420.696117418818,,,,,,,,,,,,,,,
354,X3215,39UD,E07000184,Oswestry,222.237555357275,209.237555357275,277.237555357275,287.237555357275,268.237555357275,291.237555357275,219.237555357271,226.237555357275,,,,,,,,,,,,,,,
355,B3220,39UE,E07000185,Shrewsbury and Atcham,349.413942256528,252.413942256535,234.413942256528,416.413942256528,432.413942256535,334.413942256528,336.413942256535,410.413942256528,,,,,,,,,,,,,,,
356,K3225,39UF,E07000186,South Shropshire,266.870960453827,309.870960453827,362.870960453827,172.870960453827,240.870960453827,308.870960453827,186.870960453827,266.870960453827,,,,,,,,,,,,,,,
357,,,E10000027,Somerset,2330.65082953666,1858.65082953667,2222.65082953666,2044.65082953667,2357.65082953666,2191.65082953666,2473.65082953667,2163.65082953666,1749.65082953667,2398.14253417003,2377.45438617837,2076.72729042463,2138.72729042463,3103.72729042463,2727.72729042463,2794.72729042463,2826.72729042463,2345.72729042463,2258.72729042463,2564.72729042463,2480.0,3041.0,
358,Q3305,40UB,E07000187,Mendip,630.5,263.5,449.5,326.5,541.5,503.5,560.5,531.5,357.5,441.5,442.4,365.4,345.4,677.4,507.4,431.4,717.4,550.4,425.4,359.4,353.0,522.0,
359,V3310,40UC,E07000188,Sedgemoor,323.400000000001,409.400000000001,488.399999999994,505.400000000001,569.400000000002,516.400000000002,626.400000000002,565.399999999994,510.400000000001,591.400000000002,790.2,678.2,517.2,631.2,540.2,575.2,494.2,525.2,604.2,589.2,712.0,678.0,
360,R3325,40UD,E07000189,South Somerset,746.399999999994,542.400000000009,792.399999999994,764.400000000009,782.399999999994,702.399999999994,712.400000000009,650.399999999994,511.400000000009,1058.39999999999,479.1,454.1,539.1,776.1,612.1,620.1,560.1,647.1,656.1,1090.1,687.0,869.0,
361,D3315,40UE,E07000190,Taunton Deane,491.099999999999,511.099999999999,374.100000000006,403.099999999999,348.099999999999,321.099999999999,502.099999999999,370.100000000006,391.099999999999,351.099999999999,553.395715511073,507.395715511073,630.395715511073,841.395715511073,946.395715511073,1013.39571551107,929.395715511073,560.395715511073,,,,,
362,H3320,40UF,E07000191,West Somerset,139.250829536664,132.250829536661,118.250829536664,45.2508295366606,116.250829536664,148.250829536664,72.2508295366606,46.2508295366642,-20.7491704633394,-44.2574658299636,112.358670667293,71.6315749135528,106.631574913553,177.631574913553,121.631574913553,154.631574913553,125.631574913553,62.6315749135528,,,,,
363,A0013,A0013,E07000246,Somerset West and Taunton,,,,,,,,,,,,,,,,,,,573.027290424626,526.027290424626,728.0,972.0,
364,,,E10000028,Staffordshire,2911.8237461938,3119.82374619377,2650.8237461938,3319.75047502992,3839.8237461938,3054.82374619379,3365.82374619378,2949.8237461938,2180.82374619377,2121.65955541976,1189.77648902821,1300.13594566353,1295.13594566353,2052.13594566353,1498.13594566353,2812.13594566353,3178.13594566353,3078.13594566353,3956.13594566353,3365.13594566353,4260.0,4168.0,3288.0
365,X3405,41UB,E07000192,Cannock Chase,564.953609058983,553.953609058975,394.953609058983,378.417518469178,331.953609058983,606.953609058975,296.953609058983,295.953609058983,227.953609058975,316.953609058983,24.0,149.0,243.0,238.0,-23.0,355,608,217,913.0,302.0,620.0,437.0,188.0
366,B3410,41UC,E07000193,East Staffordshire,575.050825172337,311.050825172344,270.050825172337,371.513644598286,792.050825172337,385.050825172337,648.050825172344,566.050825172337,409.050825172344,429.079754022998,207.177899686518,222.53578892372,186.53578892372,304.53578892372,411.53578892372,487.53578892372,633.53578892372,715.53578892372,695.53578892372,641.53578892372,705.0,935.0,785.0
367,K3415,41UD,E07000194,Lichfield,530.619311962473,478.619311962466,627.619311962473,591.619311962473,646.619311962473,336.619311962466,577.619311962473,269.619311962473,147.619311962466,243.426192337764,197.1,235.1,318.1,177.1,196.1,318.1,548.1,736.1,577.1,544.1,743.0,756.0,716.0
368,P3420,41UE,E07000195,Newcastle-under-Lyme,136.300000000003,143.299999999996,283.300000000003,226.299999999996,244.300000000003,219.300000000003,153.299999999996,288.300000000003,227.299999999996,191.300000000003,171.098589341694,126.100156739812,173.100156739812,434.100156739812,-6.89984326018822,273.100156739812,127.100156739812,102.100156739812,184.100156739812,494.100156739812,576.0,234.0,304.0
369,C3430,41UF,E07000196,South Staffordshire,314.300000000003,288.299999999996,171.300000000003,227.299999999996,315.300000000003,175.300000000003,371.299999999996,329.300000000003,366.299999999996,197.300000000003,194.6,192.6,164.6,295.6,221.6,234.6,259.6,277.6,230.6,253.6,530.0,573.0,356.0
370,Y3425,41UG,E07000197,Stafford,824.300000000003,839.299999999996,434.300000000003,699.299999999996,735.300000000003,454.300000000003,702.299999999996,601.300000000003,305.299999999996,339.300000000003,321.2,208.2,156.2,328.2,598.2,920.2,773.2,609.2,662.2,524.2,506.0,631.0,423.0
371,L3435,41UH,E07000198,Staffordshire Moorlands,340.800000000003,225.799999999996,236.800000000003,405.799999999996,443.800000000003,319.800000000003,320.799999999996,295.800000000003,244.799999999996,170.800000000003,43.7,69.7,51.7,250.7,71.7,100.7,114.7,140.7,184.7,181.7,175.0,244.0,237.0
372,Z3445,41UK,E07000199,Tamworth,-374.5,279.5,232.5,419.5,330.5,557.5,295.5,303.5,252.5,233.5,30.9,96.9,1.9,23.9,28.9,122.9,113.9,279.9,508.9,423.9,405.0,358.0,279.0
373,,,E10000029,Suffolk,2687.84859638179,3036.84859638178,3009.84859638178,2671.84859638178,3700.84859638178,4510.84859638179,4593.84859638178,3470.84859638178,2539.84859638178,2458.36263256395,1911.45184318315,1638.28312853521,1871.28312853521,2246.28312853521,2297.28312853521,2364.28312853521,2410.28312853521,3266.28312853521,2901.28312853521,2903.28312853521,3477.0,3900.0,3142.0
374,D3505,42UB,E07000200,Babergh,281.548596381785,536.548596381785,251.548596381785,226.548596381785,228.548596381777,314.548596381785,295.548596381785,328.548596381785,224.548596381785,272.062632563946,244.551843183151,209.383128535205,281.383128535205,162.383128535205,147.383128535205,216.383128535205,321.383128535205,569.383128535206,283.383128535205,393.383128535205,758.0,644.0,588.0
375,H3510,42UC,E07000201,Forest Heath,206.099999999999,119.100000000002,114.099999999999,260.100000000002,393.099999999999,324.099999999999,607.100000000002,369.099999999999,412.100000000002,431.099999999999,359.28228985352,329.28228985352,257.28228985352,180.28228985352,203.28228985352,348.28228985352,397.28228985352,430.28228985352,,,,,
376,R3515,42UD,E07000202,Ipswich,401.400000000001,510.400000000001,606.399999999994,771.400000000002,836.400000000002,1039.4,1467.4,998.399999999994,443.400000000001,542.400000000002,219.0,32.0,103.0,406.0,432.0,192,77,159,357.0,179.0,171.0,209.0,206.0
377,W3520,42UE,E07000203,Mid Suffolk,389.599999999999,359.599999999999,475.600000000006,455.599999999999,628.599999999999,881.599999999999,586.599999999999,502.600000000006,496.599999999999,383.599999999999,366.2,273.2,523.2,390.2,278.2,279.2,400.2,664.2,425.2,649.2,862.0,1248.0,1008.0
378,E3525,42UF,E07000204,St Edmundsbury,434.800000000003,552.799999999996,723.800000000003,266.799999999996,463.800000000003,632.800000000003,642.799999999996,481.800000000003,449.799999999996,387.800000000003,165.01771014648,216.01771014648,229.01771014648,449.01771014648,442.01771014648,419.01771014648,253.01771014648,463.01771014648,,,,,
379,J3530,42UG,E07000205,Suffolk Coastal,435.0,568.0,467.0,359.0,914.0,1162.0,706.0,562.0,268.0,228.0,319.293831053788,373.293831053788,264.293831053788,476.293831053788,613.293831053788,599.293831053788,631.293831053788,637.293831053788,,,,,
380,T3535,42UH,E07000206,Waveney,539.400000000002,390.400000000001,371.399999999994,332.400000000001,236.400000000001,156.400000000001,288.400000000001,228.399999999994,245.400000000001,213.400000000001,238.106168946212,205.106168946212,213.106168946212,182.106168946212,181.106168946212,310.106168946212,330.106168946212,343.106168946212,,,,,
381,A0011,A0011,E07000244,East Suffolk,,,,,,,,,,,,,,,,,,,914.4,807.4,822.0,810.0,857.0
382,A0012,A0012,E07000245,West Suffolk,,,,,,,,,,,,,,,,,,,921.3,874.3,864.0,989.0,483.0
383,,,E10000030,Surrey,2400.52706876458,2560.52706876455,2782.52706876458,2840.52706876456,3822.52706876458,3949.52706876458,3240.52706876456,3167.52706876458,2079.52706876455,1931.2563811189,2573.67930005426,2977.14674443842,2385.14674443842,2247.14674443842,3387.14674443842,3599.14674443842,3976.14674443842,3763.14674443842,3666.14674443842,4504.14674443842,5131.0,5071.0,4212.0
384,K3605,43UB,E07000207,Elmbridge,359.800000000003,269.799999999996,395.800000000003,443.799999999996,342.800000000003,363.800000000003,259.799999999996,239.800000000003,181.799999999996,335.800000000003,332.7,291.7,286.7,285.7,275.7,302.7,158.7,462.7,431.7,345.7,768.0,236.0,406.0
385,P3610,43UC,E07000208,Epsom and Ewell,272.900000000001,257.899999999998,198.900000000001,229.899999999998,249.900000000001,344.900000000001,317.899999999998,257.900000000001,139.899999999998,287.900000000001,261.2,489.2,203.2,172.2,131.2,279.2,132.2,137.2,157.2,101.2,117.0,317.0,138.0
386,Y3615,43UD,E07000209,Guildford,131.5,212.5,210.5,307.5,463.5,306.5,604.5,113.5,191.5,150.5,240.4,162.4,64.4,132.4,320.4,433.4,231.4,284.4,284.4,795.4,736.0,704.0,715.0
387,C3620,43UE,E07000210,Mole Valley,205.300000000003,258.299999999996,212.300000000003,228.299999999996,212.300000000003,608.300000000003,296.299999999996,194.300000000003,143.299999999996,140.300000000003,205.0,144.0,97.0,160.0,128.0,177,356,296,128.0,244.0,254.0,217.0,163.0
388,L3625,43UF,E07000211,Reigate and Banstead,270.327068764571,378.327068764564,288.327068764571,380.327068764571,533.327068764564,524.327068764571,519.327068764571,753.327068764571,347.327068764564,335.056381118884,482.9,496.9,463.9,447.9,562.9,544.9,580.9,562.9,486.9,828.9,728.0,644.0,508.0
389,Q3630,43UG,E07000212,Runnymede,33.2999999999993,77.2999999999993,159.300000000003,142.299999999996,442.300000000003,125.300000000003,173.299999999996,153.300000000003,260.299999999996,94.3000000000029,176.779300054258,161.246744438416,68.2467444384158,122.246744438416,403.246744438416,158.246744438416,752.246744438416,426.246744438416,295.246744438416,267.246744438416,488.0,511.0,439.0
390,Z3635,43UH,E07000213,Spelthorne,248.0,78.0,417.0,216.0,78.0,124.0,128.0,131.0,155.0,83.0,168.6,179.6,200.6,274.6,317.6,356.6,259.6,298.6,237.6,517.6,336.0,138.0,286.0
391,D3640,43UJ,E07000214,Surrey Heath,116.0,337.0,186.0,128.0,391.0,340.0,107.0,329.0,22.0,32.0,221.8,259.8,169.8,146.8,304.8,263.8,266.8,410.8,418.8,394.8,370.0,403.0,322.0
392,M3645,43UK,E07000215,Tandridge,177.5,211.5,211.5,226.5,275.5,416.5,268.5,280.5,154.5,146.5,168.4,266.4,302.4,187.4,363.4,259.4,352.4,289.4,307.4,162.4,238.0,307.0,238.0
393,R3650,43UL,E07000216,Waverley,215.900000000001,271.900000000001,292.899999999994,305.900000000001,325.900000000001,454.900000000001,330.900000000001,388.899999999994,257.900000000001,217.900000000001,112.1,222.1,129.1,222.1,224.1,395.1,511.1,334.1,597.1,676.1,710.0,966.0,729.0
394,A3655,43UM,E07000217,Woking,370.0,208.0,210.0,232.0,508.0,341.0,235.0,326.0,226.0,108.0,203.8,303.8,399.8,95.8,355.8,428.8,374.8,260.8,321.8,170.8,386.0,628.0,268.0
395,,,E10000031,Warwickshire,2768.1,1953.1,2212.1,2720.1,2979.1,3145.1,2335.1,1602.1,1247.1,1264.1,943.2,1187.2,1160.2,2369.2,2840.2,3389.2,3540.2,4296.2,4086.2,3168.2,4483.0,4689.0,4045.0
396,R3705,44UB,E07000218,North Warwickshire,161.099999999999,114.100000000002,123.099999999999,136.100000000002,81.0999999999985,173.099999999999,145.100000000002,109.099999999999,97.1000000000022,101.099999999999,98.9,54.9,71.9,216.9,224.9,342.9,243.9,353.9,231.9,153.9,200.0,162.0,265.0
397,W3710,44UC,E07000219,Nuneaton and Bedworth,547.800000000003,661.799999999996,698.800000000003,515.799999999996,725.800000000003,358.800000000003,333.799999999996,331.800000000003,176.799999999996,369.800000000003,258.0,298.0,172.0,421.0,431.0,419,516,667,638.0,620.0,809.0,1003.0,1016.0
398,E3715,44UD,E07000220,Rugby,524.900000000002,173.900000000001,517.899999999994,385.900000000001,561.900000000002,1474.9,681.900000000002,356.899999999994,392.900000000001,400.900000000001,356.2,362.2,423.2,460.2,562.2,409.2,606.2,967.2,899.2,860.2,939.0,1306.0,866.0
399,J3720,44UE,E07000221,Stratford-on-Avon,573.199999999997,607.200000000004,673.199999999997,896.200000000004,766.199999999997,565.199999999997,501.200000000004,301.199999999997,305.200000000004,223.199999999997,146.7,359.7,321.7,699.7,1049.7,1210.7,1327.7,1399.7,1333.7,834.7,1572.0,1445.0,1011.0
400,T3725,44UF,E07000222,Warwick,961.099999999999,396.099999999999,199.100000000006,786.099999999999,844.099999999999,573.099999999999,673.099999999999,503.100000000006,275.099999999999,169.099999999999,83.4,112.4,171.4,571.4,572.4,1007.4,846.4,908.4,983.4,699.4,963.0,773.0,887.0
401,,,E10000032,West Sussex,2038.59999999999,3171.60000000001,2731.6,2497.60000000001,3045.59999999999,2736.59999999999,3212.60000000001,3185.6,2319.60000000001,2348.59999999999,2654.3,2213.3,2566.3,3215.3,4650.3,3988.3,4117.3,4221.3,3921.3,3977.3,3851.0,3885.0,4059.0
402,Y3805,45UB,E07000223,Adur,60.0999999999985,46.1000000000022,79.0999999999985,140.100000000002,220.099999999999,236.099999999999,166.100000000002,143.099999999999,81.1000000000022,83.0999999999985,188.9,146.9,87.9,92.9,26.9,59.9,109.9,108.9,8.9,204.9,98.0,105.0,120.0
403,C3810,45UC,E07000224,Arun,528.399999999994,754.400000000009,649.399999999994,332.400000000009,220.399999999994,296.399999999994,569.400000000009,526.399999999994,393.400000000009,495.399999999994,754.4,512.4,397.4,642.4,935.4,648.4,743.4,639.4,542.4,721.4,662.0,929.0,1005.0
404,L3815,45UD,E07000225,Chichester,430.599999999999,570.599999999999,482.600000000006,529.599999999999,560.599999999999,429.599999999999,504.599999999999,671.600000000006,398.599999999999,507.599999999999,452.8,397.8,328.8,560.8,679.8,663.8,789.8,734.8,641.8,629.8,701.0,916.0,762.0
405,Q3820,45UE,E07000226,Crawley,9.19999999999709,47.2000000000044,51.1999999999971,151.200000000004,164.199999999997,444.199999999997,655.200000000004,344.199999999997,385.200000000004,357.199999999997,154.0,32.0,120.0,168.0,509.0,549,322,465,405.0,521.0,358.0,190.0,139.0
406,Z3825,45UF,E07000227,Horsham,494.0,1038.0,586.0,461.0,781.0,523.0,351.0,436.0,362.0,289.0,226.8,449.8,791.8,819.8,1177.8,761.8,1097.8,1357.8,920.8,736.8,664.0,414.0,457.0
